OBS,PURPOSE,LUGGAGE,AGE,GENDER,TRAIN_TIME,TRAIN_COST,TRAIN_HEADWAY,SM_TIME,SM_COST,SM_HEADWAY,CAR_TIME,CAR_COST,AV_TRAIN,AV_SM,AV_CAR,CHOICE
4790,3,0,3,1,293,109,120,122,150,10,273,195,1,1,1,2
4791,3,0,3,1,293,98,30,114,140,20,273,150,1,1,1,2
4792,3,0,3,1,230,98,60,114,140,30,168,195,1,1,1,2
4793,3,0,3,1,251,109,30,114,133,30,273,120,1,1,1,2
4794,3,0,3,1,251,98,30,122,112,10,168,150,1,1,1,3
4795,3,0,3,1,251,131,60,114,140,20,168,120,1,1,1,2
4796,3,0,3,1,293,131,30,122,150,30,168,195,1,1,1,3
4797,3,0,3,1,251,109,60,122,150,30,210,150,1,1,1,2
4798,3,0,3,1,263,126,120,109,127,30,240,140,1,1,1,2
4799,3,0,3,1,200,94,120,115,105,30,312,112,1,1,1,2
4800,3,0,3,1,263,94,120,123,109,20,192,112,1,1,1,3
4801,3,0,3,1,221,94,60,123,109,10,312,182,1,1,1,2
4802,3,0,3,1,221,105,120,123,112,30,192,182,1,1,1,2
4803,3,0,3,1,200,105,60,123,112,20,312,140,1,1,1,2
4804,3,0,3,1,200,126,60,115,137,10,240,112,1,1,1,2
4805,3,0,3,1,200,105,120,109,118,20,240,182,1,1,1,2
4806,3,0,3,1,221,126,30,123,155,20,240,182,1,1,1,2
4807,3,0,3,1,200,113,120,92,127,20,208,120,1,1,1,2
4808,3,0,3,1,180,113,30,86,122,10,208,156,1,1,1,2
4809,3,0,3,1,240,113,60,100,150,30,208,96,1,1,1,3
4810,3,0,3,1,180,94,30,92,133,20,128,96,1,1,1,3
4811,3,0,3,1,240,85,60,92,99,20,160,156,1,1,1,2
4812,3,0,3,1,200,85,120,86,118,10,160,96,1,1,1,2
4813,3,0,3,1,180,113,120,100,150,10,128,120,1,1,1,3
4814,3,0,3,1,180,85,30,100,105,30,160,120,1,1,1,2
4815,3,0,3,1,240,94,60,86,112,10,128,120,1,1,1,2
4816,3,0,3,1,216,116,120,68,122,30,180,120,1,1,1,2
4817,3,0,3,1,165,87,120,74,99,30,234,96,1,1,1,2
4818,3,0,3,1,216,87,120,82,109,20,144,96,1,1,1,3
4819,3,0,3,1,182,87,60,82,109,10,234,156,1,1,1,2
4820,3,0,3,1,182,97,120,82,109,30,144,156,1,1,1,3
4821,3,0,3,1,165,97,60,82,109,20,234,120,1,1,1,2
4822,3,0,3,1,165,116,60,74,133,10,180,96,1,1,1,2
4823,3,0,3,1,165,97,120,68,112,20,180,156,1,1,1,2
4824,3,0,3,1,182,116,30,82,150,20,180,156,1,1,1,2
4825,3,0,3,1,89,53,120,34,65,20,104,45,1,1,1,2
4826,3,0,3,1,82,53,30,31,60,10,104,58,1,1,1,2
4827,3,0,3,1,103,53,60,38,76,30,104,36,1,1,1,3
4828,3,0,3,1,82,44,30,34,68,20,64,36,1,1,1,3
4829,3,0,3,1,103,40,60,34,46,20,80,58,1,1,1,2
4830,3,0,3,1,89,40,120,31,60,10,80,36,1,1,1,3
4831,3,0,3,1,82,53,120,38,76,10,64,45,1,1,1,3
4832,3,0,3,1,82,40,30,38,50,30,80,45,1,1,1,2
4833,3,0,3,1,103,44,60,31,56,10,64,45,1,1,1,3
4834,3,0,3,1,157,89,120,102,90,20,156,85,1,1,1,2
4835,3,0,3,1,142,89,30,99,88,10,156,110,1,1,1,2
4836,3,0,3,1,186,89,60,106,99,30,156,68,1,1,1,2
4837,3,0,3,1,142,74,30,102,88,20,96,68,1,1,1,2
4838,3,0,3,1,186,67,60,102,74,20,120,110,1,1,1,2
4839,3,0,3,1,157,67,120,99,84,10,120,68,1,1,1,2
4840,3,0,3,1,142,89,120,106,99,10,96,85,1,1,1,2
4841,3,0,3,1,142,67,30,106,76,30,120,85,1,1,1,2
4842,3,0,3,1,186,74,60,99,81,10,96,85,1,1,1,2
4843,3,0,3,1,314,126,120,160,133,30,190,115,1,1,1,2
4844,3,0,3,1,246,94,120,166,109,30,247,92,1,1,1,2
4845,3,0,3,1,314,94,120,174,112,20,152,92,1,1,1,3
4846,3,0,3,1,269,94,60,174,112,10,247,149,1,1,1,2
4847,3,0,3,1,269,105,120,174,118,30,152,149,1,1,1,3
4848,3,0,3,1,246,105,60,174,118,20,247,115,1,1,1,2
4849,3,0,3,1,246,126,60,166,140,10,190,92,1,1,1,2
4850,3,0,3,1,246,105,120,160,122,20,190,149,1,1,1,2
4851,3,0,3,1,269,126,30,174,161,20,190,149,1,1,1,2
4852,3,0,3,1,236,105,30,81,118,10,210,120,1,1,1,2
4853,3,0,3,1,236,105,120,71,146,10,273,195,1,1,1,2
4854,3,0,3,1,236,94,30,63,133,20,273,150,1,1,1,2
4855,3,0,3,1,182,94,60,63,133,30,168,195,1,1,1,2
4856,3,0,3,1,200,105,30,63,122,30,273,120,1,1,1,2
4857,3,0,3,1,200,94,30,71,109,10,168,150,1,1,1,2
4858,3,0,3,1,200,126,60,63,133,20,168,120,1,1,1,2
4859,3,0,3,1,236,126,30,71,140,30,168,195,1,1,1,2
4860,3,0,3,1,200,105,60,71,146,30,210,150,1,1,1,2
4861,3,0,3,1,236,126,120,63,133,30,210,165,1,1,1,2
4862,3,0,3,1,182,94,120,71,109,30,273,132,1,1,1,2
4863,3,0,3,1,236,94,120,81,112,20,168,132,1,1,1,2
4864,3,0,3,1,200,94,60,81,112,10,273,214,1,1,1,2
4865,3,0,3,1,200,105,120,81,118,30,168,214,1,1,1,2
4866,3,0,3,1,182,105,60,81,118,20,273,165,1,1,1,2
4867,3,0,3,1,182,126,60,71,140,10,210,132,1,1,1,2
4868,3,0,3,1,182,105,120,63,122,20,210,214,1,1,1,2
4869,3,0,3,1,200,126,30,81,168,20,210,214,1,1,1,2
4870,3,0,4,1,203,110,120,95,127,20,234,110,1,1,1,2
4871,3,0,4,1,185,110,30,89,122,10,234,143,1,1,1,2
4872,3,0,4,1,240,110,60,103,146,30,234,88,1,1,1,2
4873,3,0,4,1,185,92,30,95,127,20,144,88,1,1,1,3
4874,3,0,4,1,240,83,60,95,97,20,180,143,1,1,1,2
4875,3,0,4,1,203,83,120,89,118,10,180,88,1,1,1,2
4876,3,0,4,1,185,110,120,103,146,10,144,110,1,1,1,3
4877,3,0,4,1,185,83,30,103,105,30,180,110,1,1,1,2
4878,3,0,4,1,240,92,60,89,112,10,144,110,1,1,1,2
4879,3,0,4,1,245,110,120,99,118,30,160,110,1,1,1,2
4880,3,0,4,1,191,83,120,105,97,30,208,88,1,1,1,1
4881,3,0,4,1,245,83,120,113,105,20,128,88,1,1,1,3
4882,3,0,4,1,209,83,60,113,105,10,208,143,1,1,1,1
4883,3,0,4,1,209,92,120,113,105,30,128,143,1,1,1,2
4884,3,0,4,1,191,92,60,113,105,20,208,110,1,1,1,1
4885,3,0,4,1,191,110,60,105,127,10,160,88,1,1,1,1
4886,3,0,4,1,191,92,120,99,109,20,160,143,1,1,1,2
4887,3,0,4,1,209,110,30,113,146,20,160,143,1,1,1,1
4888,3,0,4,1,152,85,120,76,88,30,120,75,1,1,1,2
4889,3,0,4,1,116,64,120,79,74,30,156,60,1,1,1,2
4890,3,0,4,1,152,64,120,83,76,20,96,60,1,1,1,3
4891,3,0,4,1,128,64,60,83,76,10,156,97,1,1,1,2
4892,3,0,4,1,128,71,120,83,78,30,96,97,1,1,1,3
4893,3,0,4,1,116,71,60,83,78,20,156,75,1,1,1,2
4894,3,0,4,1,116,85,60,79,92,10,120,60,1,1,1,2
4895,3,0,4,1,116,71,120,76,81,20,120,97,1,1,1,2
4896,3,0,4,1,128,85,30,83,105,20,120,97,1,1,1,2
4897,3,0,4,1,146,68,30,55,76,10,120,64,1,1,1,2
4898,3,0,4,1,146,68,120,49,90,10,156,104,1,1,1,2
4899,3,0,4,1,146,61,30,44,84,20,156,80,1,1,1,3
4900,3,0,4,1,114,61,60,44,84,30,96,104,1,1,1,1
4901,3,0,4,1,125,68,30,44,78,30,156,64,1,1,1,1
4902,3,0,4,1,125,61,30,49,71,10,96,80,1,1,1,2
4903,3,0,4,1,125,82,60,44,84,20,96,64,1,1,1,3
4904,3,0,4,1,146,82,30,49,90,30,96,104,1,1,1,3
4905,3,0,4,1,125,68,60,49,90,30,120,80,1,1,1,3
4906,3,0,4,1,194,116,120,86,133,20,234,115,1,1,1,2
4907,3,0,4,1,175,116,30,80,127,10,234,149,1,1,1,2
4908,3,0,4,1,233,116,60,94,150,30,234,92,1,1,1,2
4909,3,0,4,1,175,97,30,86,133,20,144,92,1,1,1,2
4910,3,0,4,1,233,87,60,86,99,20,180,149,1,1,1,2
4911,3,0,4,1,194,87,120,80,122,10,180,92,1,1,1,2
4912,3,0,4,1,175,116,120,94,150,10,144,115,1,1,1,2
4913,3,0,4,1,175,87,30,94,109,30,180,115,1,1,1,2
4914,3,0,4,1,233,97,60,80,112,10,144,115,1,1,1,2
4915,3,0,4,1,292,131,120,71,140,30,220,125,1,1,1,3
4916,3,0,4,1,224,98,120,80,112,30,286,100,1,1,1,2
4917,3,0,4,1,292,98,120,92,122,20,176,100,1,1,1,3
4918,3,0,4,1,247,98,60,92,122,10,286,162,1,1,1,2
4919,3,0,4,1,247,109,120,92,122,30,176,162,1,1,1,3
4920,3,0,4,1,224,109,60,92,122,20,286,125,1,1,1,2
4921,3,0,4,1,224,131,60,80,150,10,220,100,1,1,1,3
4922,3,0,4,1,224,109,120,71,133,20,220,162,1,1,1,2
4923,3,0,4,1,247,131,30,92,178,20,220,162,1,1,1,3
4924,3,0,4,1,292,131,120,71,140,30,200,135,1,1,1,2
4925,3,0,4,1,224,98,120,80,112,30,260,108,1,1,1,2
4926,3,0,4,1,292,98,120,92,122,20,160,108,1,1,1,2
4927,3,0,4,1,247,98,60,92,122,10,260,175,1,1,1,2
4928,3,0,4,1,247,109,120,92,122,30,160,175,1,1,1,2
4929,3,0,4,1,224,109,60,92,122,20,260,135,1,1,1,2
4930,3,0,4,1,224,131,60,80,150,10,200,108,1,1,1,2
4931,3,0,4,1,224,109,120,71,133,20,200,175,1,1,1,2
4932,3,0,4,1,247,131,30,92,178,20,200,175,1,1,1,2
4933,3,0,4,1,231,101,120,120,105,30,170,120,1,1,1,2
4934,3,0,4,1,186,76,120,125,84,30,221,96,1,1,1,2
4935,3,0,4,1,231,76,120,131,88,20,136,96,1,1,1,2
4936,3,0,4,1,201,76,60,131,88,10,221,156,1,1,1,2
4937,3,0,4,1,201,84,120,131,90,30,136,156,1,1,1,3
4938,3,0,4,1,186,84,60,131,90,20,221,120,1,1,1,2
4939,3,0,4,1,186,101,60,125,109,10,170,96,1,1,1,2
4940,3,0,4,1,186,84,120,120,94,20,170,156,1,1,1,2
4941,3,0,4,1,201,101,30,131,122,20,170,156,1,1,1,1
4942,3,0,5,1,178,106,120,70,122,20,208,105,1,1,1,2
4943,3,0,5,1,161,106,30,64,112,10,208,136,1,1,1,2
4944,3,0,5,1,212,106,60,78,140,30,208,84,1,1,1,2
4945,3,0,5,1,161,88,30,70,122,20,128,84,1,1,1,2
4946,3,0,5,1,212,79,60,70,92,20,160,136,1,1,1,2
4947,3,0,5,1,178,79,120,64,112,10,160,84,1,1,1,2
4948,3,0,5,1,161,106,120,78,140,10,128,105,1,1,1,2
4949,3,0,5,1,161,79,30,78,97,30,160,105,1,1,1,2
4950,3,0,5,1,212,88,60,64,109,10,128,105,1,1,1,2
4951,3,0,2,0,162,89,120,107,90,20,182,85,1,1,1,2
4952,3,0,2,0,147,89,30,104,88,10,182,110,1,1,1,2
4953,3,0,2,0,192,89,60,111,99,30,182,68,1,1,1,2
4954,3,0,2,0,147,74,30,107,88,20,112,68,1,1,1,1
4955,3,0,2,0,192,67,60,107,74,20,140,110,1,1,1,2
4956,3,0,2,0,162,67,120,104,81,10,140,68,1,1,1,1
4957,3,0,2,0,147,89,120,111,99,10,112,85,1,1,1,1
4958,3,0,2,0,147,67,30,111,76,30,140,85,1,1,1,1
4959,3,0,2,0,192,74,60,104,81,10,112,85,1,1,1,2
4960,3,0,2,1,238,110,120,81,118,30,170,105,1,1,1,2
4961,3,0,2,1,181,83,120,87,94,30,221,84,1,1,1,2
4962,3,0,2,1,238,83,120,95,99,20,136,84,1,1,1,2
4963,3,0,2,1,200,83,60,95,99,10,221,136,1,1,1,2
4964,3,0,2,1,200,92,120,95,105,30,136,136,1,1,1,2
4965,3,0,2,1,181,92,60,95,105,20,221,105,1,1,1,2
4966,3,0,2,1,181,110,60,87,122,10,170,84,1,1,1,2
4967,3,0,2,1,181,92,120,81,109,20,170,136,1,1,1,2
4968,3,0,2,1,200,110,30,95,146,20,170,136,1,1,1,2
4969,3,0,2,1,195,97,120,77,112,30,140,95,1,1,1,2
4970,3,0,2,1,151,73,120,83,90,30,182,76,1,1,1,2
4971,3,0,2,1,195,73,120,91,94,20,112,76,1,1,1,3
4972,3,0,2,1,166,73,60,91,94,10,182,123,1,1,1,2
4973,3,0,2,1,166,81,120,91,97,30,112,123,1,1,1,2
4974,3,0,2,1,151,81,60,91,97,20,182,95,1,1,1,2
4975,3,0,2,1,151,97,60,83,118,10,140,76,1,1,1,3
4976,3,0,2,1,151,81,120,77,105,20,140,123,1,1,1,2
4977,3,0,2,1,166,97,30,91,137,20,140,123,1,1,1,3
4978,3,0,3,1,196,76,30,133,92,10,140,68,1,1,1,2
4979,3,0,3,1,196,76,120,129,109,10,182,110,1,1,1,2
4980,3,0,3,1,196,68,30,126,99,20,182,85,1,1,1,2
4981,3,0,3,1,147,68,60,126,99,30,112,110,1,1,1,1
4982,3,0,3,1,163,76,30,126,97,30,182,68,1,1,1,2
4983,3,0,3,1,163,68,30,129,88,10,112,85,1,1,1,3
4984,3,0,3,1,163,91,60,126,109,20,112,68,1,1,1,3
4985,3,0,3,1,196,91,30,129,109,30,112,110,1,1,1,3
4986,3,0,3,1,163,76,60,129,109,30,140,85,1,1,1,2
4987,3,0,3,1,193,106,120,50,112,30,170,120,1,1,1,2
4988,3,0,3,1,150,79,120,56,90,30,221,96,1,1,1,2
4989,3,0,3,1,193,79,120,64,97,20,136,96,1,1,1,3
4990,3,0,3,1,164,79,60,64,97,10,221,156,1,1,1,2
4991,3,0,3,1,164,88,120,64,97,30,136,156,1,1,1,2
4992,3,0,3,1,150,88,60,64,97,20,221,120,1,1,1,2
4993,3,0,3,1,150,106,60,56,118,10,170,96,1,1,1,2
4994,3,0,3,1,150,88,120,50,105,20,170,156,1,1,1,2
4995,3,0,3,1,164,106,30,64,140,20,170,156,1,1,1,2
4996,3,0,3,1,106,72,120,34,78,30,90,60,1,1,1,3
4997,3,0,3,1,85,54,120,37,65,30,117,48,1,1,1,2
4998,3,0,3,1,106,54,120,41,68,20,72,48,1,1,1,3
4999,3,0,3,1,92,54,60,41,68,10,117,78,1,1,1,1
5000,3,0,3,1,92,60,120,41,71,30,72,78,1,1,1,2
5001,3,0,3,1,85,60,60,41,71,20,117,60,1,1,1,1
5002,3,0,3,1,85,72,60,37,84,10,90,48,1,1,1,2
5003,3,0,3,1,85,60,120,34,74,20,90,78,1,1,1,2
5004,3,0,3,1,92,72,30,41,94,20,90,78,1,1,1,1
5005,3,0,3,1,168,94,120,113,105,20,143,80,1,1,1,3
5006,3,0,3,1,151,94,30,110,97,10,143,104,1,1,1,2
5007,3,0,3,1,202,94,60,117,112,30,143,64,1,1,1,3
5008,3,0,3,1,151,78,30,113,99,20,88,64,1,1,1,3
5009,3,0,3,1,202,70,60,113,81,20,110,104,1,1,1,3
5010,3,0,3,1,168,70,120,110,92,10,110,64,1,1,1,3
5011,3,0,3,1,151,94,120,117,112,10,88,80,1,1,1,3
5012,3,0,3,1,151,70,30,117,84,30,110,80,1,1,1,3
5013,3,0,3,1,202,78,60,110,90,10,88,80,1,1,1,3
5014,3,0,4,0,283,126,120,93,146,30,210,135,1,1,1,3
5015,3,0,4,0,217,94,120,102,118,30,273,108,1,1,1,2
5016,3,0,4,0,283,94,120,114,122,20,168,108,1,1,1,3
5017,3,0,4,0,239,94,60,114,122,10,273,175,1,1,1,2
5018,3,0,4,0,239,105,120,114,127,30,168,175,1,1,1,3
5019,3,0,4,0,217,105,60,114,127,20,273,135,1,1,1,1
5020,3,0,4,0,217,126,60,102,155,10,210,108,1,1,1,2
5021,3,0,4,0,217,105,120,93,133,20,210,175,1,1,1,2
5022,3,0,4,0,239,126,30,114,178,20,210,175,1,1,1,1
5023,3,0,4,1,130,68,30,59,76,10,110,68,1,1,1,2
5024,3,0,4,1,130,68,120,55,88,10,143,110,1,1,1,2
5025,3,0,4,1,130,61,30,52,84,20,143,85,1,1,1,2
5026,3,0,4,1,100,61,60,52,84,30,88,110,1,1,1,2
5027,3,0,4,1,110,68,30,52,78,30,143,68,1,1,1,2
5028,3,0,4,1,110,61,30,55,71,10,88,85,1,1,1,2
5029,3,0,4,1,110,82,60,52,84,20,88,68,1,1,1,2
5030,3,0,4,1,130,82,30,55,88,30,88,110,1,1,1,2
5031,3,0,4,1,110,68,60,55,88,30,110,85,1,1,1,2
5032,3,0,5,1,177,78,30,112,84,10,140,80,1,1,1,3
5033,3,0,5,1,177,78,120,108,97,10,182,130,1,1,1,2
5034,3,0,5,1,177,70,30,105,92,20,182,100,1,1,1,2
5035,3,0,5,1,138,70,60,105,92,30,112,130,1,1,1,1
5036,3,0,5,1,151,78,30,105,88,30,182,80,1,1,1,2
5037,3,0,5,1,151,70,30,108,78,10,112,100,1,1,1,3
5038,3,0,5,1,151,94,60,105,94,20,112,80,1,1,1,3
5039,3,0,5,1,177,94,30,108,99,30,112,130,1,1,1,2
5040,3,0,5,1,151,78,60,108,97,30,140,100,1,1,1,2
5041,3,0,3,1,92,72,120,37,84,20,104,50,1,1,1,2
5042,3,0,3,1,85,72,30,34,78,10,104,65,1,1,1,2
5043,3,0,3,1,106,72,60,41,94,30,104,40,1,1,1,3
5044,3,0,3,1,85,60,30,37,84,20,64,40,1,1,1,3
5045,3,0,3,1,106,54,60,37,65,20,80,65,1,1,1,2
5046,3,0,3,1,92,54,120,34,78,10,80,40,1,1,1,2
5047,3,0,3,1,85,72,120,41,94,10,64,50,1,1,1,3
5048,3,0,3,1,85,54,30,41,68,30,80,50,1,1,1,2
5049,3,0,3,1,106,60,60,34,74,10,64,50,1,1,1,2
5050,3,0,4,1,253,110,120,165,112,30,150,90,1,1,1,2
5051,3,0,4,1,190,83,120,168,92,30,195,72,1,1,1,2
5052,3,0,4,1,253,83,120,172,94,20,120,72,1,1,1,2
5053,3,0,4,1,211,83,60,172,94,10,195,117,1,1,1,2
5054,3,0,4,1,211,92,120,172,99,30,120,117,1,1,1,2
5055,3,0,4,1,190,92,60,172,99,20,195,90,1,1,1,2
5056,3,0,4,1,190,110,60,168,118,10,150,72,1,1,1,3
5057,3,0,4,1,190,92,120,165,105,20,150,117,1,1,1,2
5058,3,0,4,1,211,110,30,172,127,20,150,117,1,1,1,2
5059,3,0,2,1,236,105,30,81,118,10,190,112,1,1,1,2
5060,3,0,2,1,236,105,120,71,146,10,247,182,1,1,1,2
5061,3,0,2,1,236,94,30,63,133,20,247,140,1,1,1,2
5062,3,0,2,1,182,94,60,63,133,30,152,182,1,1,1,2
5063,3,0,2,1,200,105,30,63,122,30,247,112,1,1,1,2
5064,3,0,2,1,200,94,30,71,109,10,152,140,1,1,1,2
5065,3,0,2,1,200,126,60,63,133,20,152,112,1,1,1,2
5066,3,0,2,1,236,126,30,71,140,30,152,182,1,1,1,2
5067,3,0,2,1,200,105,60,71,146,30,190,140,1,1,1,2
5068,3,0,3,1,236,126,120,63,137,30,200,115,1,1,1,2
5069,3,0,3,1,182,94,120,71,109,30,260,92,1,1,1,2
5070,3,0,3,1,236,94,120,81,118,20,160,92,1,1,1,3
5071,3,0,3,1,200,94,60,81,118,10,260,149,1,1,1,2
5072,3,0,3,1,200,105,120,81,118,30,160,149,1,1,1,2
5073,3,0,3,1,182,105,60,81,118,20,260,115,1,1,1,2
5074,3,0,3,1,182,126,60,71,146,10,200,92,1,1,1,3
5075,3,0,3,1,182,105,120,63,127,20,200,149,1,1,1,2
5076,3,0,3,1,200,126,30,81,168,20,200,149,1,1,1,2
5077,3,1,2,0,170,68,30,91,76,10,90,40,1,1,1,2
5078,3,1,2,0,170,68,120,87,88,10,117,65,1,1,1,2
5079,3,1,2,0,170,61,30,84,84,20,117,50,1,1,1,3
5080,3,1,2,0,128,61,60,84,84,30,72,65,1,1,1,3
5081,3,1,2,0,142,68,30,84,78,30,117,40,1,1,1,3
5082,3,1,2,0,142,61,30,87,71,10,72,50,1,1,1,2
5083,3,1,2,0,142,82,60,84,84,20,72,40,1,1,1,3
5084,3,1,2,0,170,82,30,87,88,30,72,65,1,1,1,3
5085,3,1,2,0,142,68,60,87,88,30,90,50,1,1,1,3
5086,3,1,2,1,233,90,30,151,97,10,170,80,1,1,1,2
5087,3,1,2,1,233,90,120,147,109,10,221,130,1,1,1,2
5088,3,1,2,1,233,81,30,144,105,20,221,100,1,1,1,2
5089,3,1,2,1,187,81,60,144,105,30,136,130,1,1,1,1
5090,3,1,2,1,202,90,30,144,99,30,221,80,1,1,1,2
5091,3,1,2,1,202,81,30,147,90,10,136,100,1,1,1,2
5092,3,1,2,1,202,108,60,144,109,20,136,80,1,1,1,2
5093,3,1,2,1,233,108,30,147,112,30,136,130,1,1,1,2
5094,3,1,2,1,202,90,60,147,109,30,170,100,1,1,1,2
5095,3,1,2,1,237,110,120,91,118,30,160,95,1,1,1,2
5096,3,1,2,1,183,83,120,97,94,30,208,76,1,1,1,2
5097,3,1,2,1,237,83,120,105,99,20,128,76,1,1,1,3
5098,3,1,2,1,201,83,60,105,99,10,208,123,1,1,1,2
5099,3,1,2,1,201,92,120,105,105,30,128,123,1,1,1,3
5100,3,1,2,1,183,92,60,105,105,20,208,95,1,1,1,2
5101,3,1,2,1,183,110,60,97,122,10,160,76,1,1,1,2
5102,3,1,2,1,183,92,120,91,109,20,160,123,1,1,1,2
5103,3,1,2,1,201,110,30,105,140,20,160,123,1,1,1,2
5104,3,1,2,1,206,92,30,73,105,10,200,88,1,1,1,2
5105,3,1,2,1,206,92,120,65,127,10,260,143,1,1,1,2
5106,3,1,2,1,206,83,30,59,118,20,260,110,1,1,1,2
5107,3,1,2,1,157,83,60,59,118,30,160,143,1,1,1,2
5108,3,1,2,1,173,92,30,59,109,30,260,88,1,1,1,2
5109,3,1,2,1,173,83,30,65,97,10,160,110,1,1,1,2
5110,3,1,2,1,173,110,60,59,118,20,160,88,1,1,1,2
5111,3,1,2,1,206,110,30,65,127,30,160,143,1,1,1,2
5112,3,1,2,1,173,92,60,65,127,30,200,110,1,1,1,2
5113,3,1,2,1,277,99,30,141,109,10,200,88,1,1,1,2
5114,3,1,2,1,277,99,120,133,133,10,260,143,1,1,1,2
5115,3,1,2,1,277,89,30,127,122,20,260,110,1,1,1,2
5116,3,1,2,1,217,89,60,127,122,30,160,143,1,1,1,3
5117,3,1,2,1,237,99,30,127,118,30,260,88,1,1,1,2
5118,3,1,2,1,237,89,30,133,105,10,160,110,1,1,1,3
5119,3,1,2,1,237,119,60,127,127,20,160,88,1,1,1,3
5120,3,1,2,1,277,119,30,133,133,30,160,143,1,1,1,3
5121,3,1,2,1,237,99,60,133,133,30,200,110,1,1,1,2
5122,3,1,2,1,185,101,120,101,105,30,180,105,1,1,1,2
5123,3,1,2,1,141,76,120,104,84,30,234,84,1,1,1,2
5124,3,1,2,1,185,76,120,108,88,20,144,84,1,1,1,2
5125,3,1,2,1,156,76,60,108,88,10,234,136,1,1,1,2
5126,3,1,2,1,156,84,120,108,90,30,144,136,1,1,1,2
5127,3,1,2,1,141,84,60,108,90,20,234,105,1,1,1,2
5128,3,1,2,1,141,101,60,104,109,10,180,84,1,1,1,2
5129,3,1,2,1,141,84,120,101,94,20,180,136,1,1,1,2
5130,3,1,2,1,156,101,30,108,118,20,180,136,1,1,1,2
5131,3,1,2,1,288,112,30,123,127,10,220,124,1,1,1,2
5132,3,1,2,1,288,112,120,113,155,10,286,201,1,1,1,2
5133,3,1,2,1,288,101,30,105,140,20,286,155,1,1,1,2
5134,3,1,2,1,219,101,60,105,140,30,176,201,1,1,1,2
5135,3,1,2,1,242,112,30,105,137,30,286,124,1,1,1,2
5136,3,1,2,1,242,101,30,113,118,10,176,155,1,1,1,3
5137,3,1,2,1,242,134,60,105,146,20,176,124,1,1,1,3
5138,3,1,2,1,288,134,30,113,155,30,176,201,1,1,1,2
5139,3,1,2,1,242,112,60,113,155,30,220,155,1,1,1,2
5140,3,1,3,1,240,108,120,83,118,30,160,105,1,1,1,2
5141,3,1,3,1,183,81,120,89,94,30,208,84,1,1,1,2
5142,3,1,3,1,240,81,120,97,99,20,128,84,1,1,1,3
5143,3,1,3,1,202,81,60,97,99,10,208,136,1,1,1,2
5144,3,1,3,1,202,90,120,97,105,30,128,136,1,1,1,3
5145,3,1,3,1,183,90,60,97,105,20,208,105,1,1,1,2
5146,3,1,3,1,183,108,60,89,122,10,160,84,1,1,1,3
5147,3,1,3,1,183,90,120,83,109,20,160,136,1,1,1,2
5148,3,1,3,1,202,108,30,97,140,20,160,136,1,1,1,2
5149,3,1,3,1,299,134,120,140,140,30,210,135,1,1,1,2
5150,3,1,3,1,231,101,120,146,112,30,273,108,1,1,1,2
5151,3,1,3,1,299,101,120,154,118,20,168,108,1,1,1,2
5152,3,1,3,1,254,101,60,154,118,10,273,175,1,1,1,2
5153,3,1,3,1,254,112,120,154,122,30,168,175,1,1,1,2
5154,3,1,3,1,231,112,60,154,122,20,273,135,1,1,1,2
5155,3,1,3,1,231,134,60,146,146,10,210,108,1,1,1,2
5156,3,1,3,1,231,112,120,140,127,20,210,175,1,1,1,2
5157,3,1,3,1,254,134,30,154,168,20,210,175,1,1,1,2
5158,3,1,3,1,163,78,120,83,78,30,100,60,1,1,1,2
5159,3,1,3,1,130,58,120,86,65,30,130,48,1,1,1,2
5160,3,1,3,1,163,58,120,90,68,20,80,48,1,1,1,3
5161,3,1,3,1,141,58,60,90,68,10,130,78,1,1,1,2
5162,3,1,3,1,141,65,120,90,68,30,80,78,1,1,1,2
5163,3,1,3,1,130,65,60,90,68,20,130,60,1,1,1,2
5164,3,1,3,1,130,78,60,86,81,10,100,48,1,1,1,2
5165,3,1,3,1,130,65,120,83,71,20,100,78,1,1,1,3
5166,3,1,3,1,141,78,30,90,90,20,100,78,1,1,1,3
5167,3,1,3,1,336,122,30,109,140,10,270,136,1,1,1,2
5168,3,1,3,1,336,122,120,95,178,10,351,221,1,1,1,2
5169,3,1,3,1,336,110,30,84,165,20,351,170,1,1,1,2
5170,3,1,3,1,257,110,60,84,165,30,216,221,1,1,1,3
5171,3,1,3,1,283,122,30,84,150,30,351,136,1,1,1,2
5172,3,1,3,1,283,110,30,95,133,10,216,170,1,1,1,3
5173,3,1,3,1,283,146,60,84,165,20,216,136,1,1,1,3
5174,3,1,3,1,336,146,30,95,174,30,216,221,1,1,1,3
5175,3,1,3,1,283,122,60,95,178,30,270,170,1,1,1,2
5176,3,1,3,1,196,110,120,88,127,20,208,135,1,1,1,3
5177,3,1,3,1,177,110,30,82,118,10,208,175,1,1,1,2
5178,3,1,3,1,233,110,60,96,146,30,208,108,1,1,1,3
5179,3,1,3,1,177,92,30,88,127,20,128,108,1,1,1,3
5180,3,1,3,1,233,83,60,88,97,20,160,175,1,1,1,3
5181,3,1,3,1,196,83,120,82,118,10,160,108,1,1,1,3
5182,3,1,3,1,177,110,120,96,146,10,128,135,1,1,1,3
5183,3,1,3,1,177,83,30,96,105,30,160,135,1,1,1,3
5184,3,1,3,1,233,92,60,82,109,10,128,135,1,1,1,3
5185,3,1,3,1,114,65,30,46,71,10,90,44,1,1,1,2
